Angle_deg,Distance_mm,Intensity
11.40,6517,71
12.20,68,71
12.99,83,74
13.79,4616,87
14.58,4553,222
15.38,4553,224
16.17,4522,218
16.97,6237,212
17.76,6237,184
18.56,98,74
19.35,75,74
20.15,71,54
20.91,54,64
21.69,53,61
22.46,4444,48
23.24,4351,215
24.02,4039,222
24.80,4008,223
25.57,3992,222
26.35,3977,224
27.13,3977,224
27.91,3961,225
28.68,3945,224
29.46,3930,224
30.25,3930,225
31.01,3914,224
31.78,3899,225
32.54,3899,226
33.31,3899,227
34.07,3883,227
34.84,3790,219
35.60,3681,220
36.37,3587,220
37.13,3478,219
37.90,3400,222
38.66,3322,222
39.45,3244,224
40.25,3182,221
41.04,3104,224
41.84,3041,222
42.64,2979,223
43.43,2917,224
44.23,2870,223
45.02,2808,224
45.82,2761,226
46.62,2714,224
47.41,2667,227
48.21,2621,225
48.96,2574,224
49.76,2527,225
50.57,2496,226
51.37,2465,225
52.17,2418,227
52.98,2387,226
53.78,2356,226
54.59,2325,227
55.39,2293,228
56.19,2262,228
57.00,2231,229
57.80,2215,230
58.63,2184,229
59.42,2153,229
60.21,2138,230
61.00,2122,230
61.79,2091,229
62.58,2075,230
63.37,2044,230
64.16,2028,231
64.95,2013,230
65.74,1997,231
66.53,1966,231
67.32,1966,231
67.94,1935,230
68.73,1919,230
69.53,1904,230
70.32,1904,229
71.11,1888,231
71.90,1873,230
72.70,1857,229
73.49,1857,230
74.28,1826,222
75.07,1826,229
75.87,1810,229
76.66,1795,230
77.45,1795,229
78.25,1779,230
79.06,1779,229
79.86,1763,231
80.66,1763,231
81.47,1748,230
82.27,953,226
83.08,953,232
83.88,937,235
84.68,953,234
85.49,969,237
86.29,922,232
87.12,906,236
87.91,906,242
88.70,906,242
89.49,922,237
90.28,906,238
91.07,891,237
91.85,906,232
92.64,953,237
93.43,953,239
94.22,953,239
95.01,969,241
95.80,969,242
96.59,984,238
97.38,953,238
98.18,969,242
98.97,984,233
99.76,1031,234
100.56,1031,239
101.35,1000,237
102.15,1046,235
102.94,1078,236
103.73,1109,239
104.53,1109,241
105.32,1109,243
106.08,1686,222
106.85,1654,232
107.61,1701,236
108.38,1701,232
109.15,1701,234
109.92,1717,231
110.68,1717,233
111.45,1405,220
112.22,1732,230
112.99,1732,232
113.75,1748,223
114.52,1748,233
115.31,1763,232
116.10,1763,231
116.89,1779,229
117.68,1779,230
118.47,1795,231
119.26,1795,230
120.05,1810,228
120.84,1826,227
121.63,1826,231
122.42,1841,231
123.21,1857,231
124.00,1857,230
124.79,1873,231
125.58,1421,219
126.37,1421,222
127.16,626,234
127.95,657,217
128.74,782,197
129.54,1327,211
130.33,1327,221
131.12,1311,224
131.91,1296,224
132.70,1280,221
133.49,1265,222
134.28,1249,221
135.12,1234,221
135.95,1234,221
136.79,1218,222
137.63,1218,222
138.46,1187,221
139.30,1202,222
140.13,1234,220
140.97,1249,217
141.81,1296,220
142.64,1202,217
143.48,1358,215
144.27,1405,213
145.06,98,216
145.84,98,220
146.63,98,221
147.42,98,226
148.20,98,227
148.99,98,228
149.77,98,229
150.56,98,230
151.35,90,230
152.13,94,226
152.92,96,223
153.75,97,220
154.55,1530,220
155.36,98,225
156.16,90,228
156.96,79,230
157.76,81,234
158.57,74,234
159.37,78,233
160.17,73,230
160.97,78,226
161.78,73,224
162.58,70,225
163.34,69,228
164.14,68,237
164.93,68,239
165.73,68,243
166.53,68,246
167.32,60,246
168.12,56,245
168.91,62,245
169.71,57,242
170.51,62,244
171.30,65,242
172.10,59,241
172.94,63,243
173.73,65,248
174.53,66,242
175.32,67,243
176.11,67,243
176.90,67,245
177.70,67,243
178.49,60,242
179.28,64,242
180.07,66,241
180.87,74,242
181.66,78,240
182.41,80,242
183.20,81,237
183.98,82,233
184.77,82,229
185.56,90,228
186.35,94,226
187.13,96,226
187.92,89,231
188.71,86,232
189.50,84,221
190.28,98,215
191.07,98,212
191.90,83,211
192.69,98,211
193.49,113,190
194.28,766,210
195.07,797,219
195.86,766,216
196.66,750,229
197.45,735,229
198.24,719,226
199.03,688,228
199.83,657,227
200.62,657,220
201.41,641,225
202.21,579,223
203.02,563,215
203.82,532,218
204.62,532,224
205.43,517,228
206.23,501,226
207.04,501,229
207.84,493,229
208.64,480,232
209.45,474,232
210.25,463,228
211.04,451,231
211.81,437,223
212.59,303,230
213.36,303,226
214.14,380,222
214.91,387,213
215.69,398,211
216.46,403,214
217.24,413,215
218.01,290,216
218.79,283,222
219.56,279,231
220.39,271,233
221.18,357,223
221.98,357,228
222.77,376,230
223.56,378,230
224.35,379,230
225.15,387,233
225.94,383,232
226.73,381,235
227.52,369,233
228.32,374,234
229.11,377,236
229.90,378,232
230.70,367,231
231.51,362,236
232.31,359,235
233.11,358,233
233.92,351,228
234.72,347,234
235.53,338,234
236.33,341,234
237.13,335,234
237.94,339,238
238.74,334,235
239.57,332,236
240.36,331,235
241.14,330,233
241.93,330,233
242.72,330,237
243.50,323,237
244.29,320,235
245.07,318,235
245.86,324,237
246.65,320,238
247.43,311,238
248.22,314,235
248.98,315,238
249.78,316,237
250.57,316,238
251.37,316,237
252.17,316,237
252.96,309,237
253.76,306,237
254.55,304,237
255.35,310,235
256.15,306,238
256.94,304,236
257.74,303,237
258.53,310,237
259.33,306,239
260.14,304,238
260.94,310,238
261.74,306,238
262.55,311,237
263.35,300,238
264.16,308,238
264.96,312,238
265.76,307,239
266.57,305,239
267.37,311,237
268.16,307,236
268.95,312,235
269.75,307,238
270.54,312,240
271.33,314,237
272.12,315,235
272.92,316,237
273.71,316,236
274.50,316,236
275.29,316,236
276.09,316,237
276.88,316,239
277.83,316,236
278.62,316,235
279.42,316,236
280.21,316,237
281.00,323,237
281.79,326,235
282.59,328,234
283.38,329,232
284.17,380,221
284.96,380,220
285.76,368,218
286.55,356,221
287.31,343,223
288.14,343,223
288.98,336,225
289.81,333,228
290.64,325,229
291.47,327,228
292.31,328,230
293.14,329,233
293.97,316,231
294.80,316,232
295.64,303,234
296.47,303,232
297.26,296,231
298.05,293,224
298.85,196,224
299.64,196,227
300.43,189,227
301.22,212,222
302.02,263,230
302.81,263,232
303.60,269,237
304.39,236,228
305.19,216,237
305.98,199,236
306.77,197,229
307.56,203,234
308.35,219,227
309.14,290,232
309.93,296,236
310.72,299,234
311.52,308,234
312.31,312,232
313.10,314,228
313.89,322,222
314.68,409,216
315.47,409,103
316.26,5987,216
317.06,6205,219
317.85,6143,220
318.65,6081,220
319.45,5972,220
320.24,5972,217
321.04,548,219
321.83,563,225
322.63,5831,218
323.43,5785,222
324.22,5738,222
325.02,563,221
325.78,563,229
326.57,548,226
327.36,532,214
328.15,532,217
328.94,532,212
329.73,276,214
330.51,276,217
331.30,276,219
332.09,276,223
332.88,276,224
333.67,276,231
334.46,276,223
335.33,283,212
336.14,5255,168
336.96,5239,222
337.77,5208,222
338.58,5208,223
339.40,5208,222
340.21,5208,220
341.03,5239,220
341.84,5270,220
342.65,5317,219
343.47,5379,219
344.28,5426,148
345.07,5021,214
345.82,4974,215
346.57,4943,145
347.32,4896,213
348.07,4849,216
348.82,4849,177
349.58,4834,80
350.33,4912,213
351.08,5130,103
351.83,5146,220
352.58,5411,216
353.33,5379,224
354.09,5317,220
354.88,5255,222
355.68,5208,223
356.47,5146,220
357.26,5099,221
358.05,5052,220
358.85,5005,221
359.64,4990,220
0.43,5052,220
1.22,5177,222
2.02,5146,222
2.81,5130,212
3.64,5114,93
4.44,5021,119
5.25,4990,197
6.05,4943,210
6.85,4834,217
7.66,4865,222
8.46,4849,200
9.27,38,58
10.07,45,67
10.87,6517,213
11.68,68,74
12.48,60,54
13.23,56,84
14.03,4600,187
14.82,4553,224
15.62,4538,223
16.42,4522,214
17.21,6221,212
18.01,6205,106
18.80,98,67
19.60,60,42
20.40,49,77
21.19,51,42
21.99,74,67
22.47,108,48
23.27,4351,215
24.06,4023,223
24.86,4008,225
25.65,3992,224
26.45,3977,223
27.24,3961,225
28.04,3961,223
28.83,3945,223
29.63,3930,224
30.42,3930,224
31.22,3914,223
32.02,3899,224
32.79,3899,226
33.56,3883,226
34.33,3883,224
35.10,3758,219
35.87,3649,220
36.64,3556,221
37.41,3493,222
38.18,3384,221
38.95,3322,222
39.72,3229,222
40.49,3151,221
41.29,3088,222
42.08,3026,223
42.88,2964,222
43.67,2901,222
44.46,2854,223
45.25,2792,224
46.05,2761,226
46.84,2699,225
47.63,2652,224
48.42,2621,226
49.22,2574,226
50.01,2527,228
50.80,2496,226
51.61,2449,226
52.41,2418,227
53.22,2387,228
54.03,2356,227
54.83,2325,227
55.64,2293,230
56.44,2262,229
57.25,2231,228
58.06,2200,228
58.86,2184,229
59.67,2153,230
60.47,2138,229
61.25,2106,230
62.02,2091,230
62.80,2060,231
63.58,2044,230
64.36,2028,231
65.13,2013,230
65.91,1997,233
66.69,1966,230
67.47,1950,231
68.24,1935,229
69.02,1919,231
69.85,1904,230
70.64,1888,230
71.43,1888,230
72.22,1873,231
73.01,1857,231
73.80,1841,229
74.58,1841,224
75.37,1826,230
76.16,1810,228
76.95,1795,230
77.74,1795,230
78.53,1779,229
79.32,1779,230
80.08,1763,230
80.85,1763,231
81.61,1748,229
82.38,953,227
83.14,937,234
83.91,953,234
84.67,953,234
85.44,969,238
86.20,922,232
86.97,906,236
87.73,906,241
88.48,906,239
89.27,906,238
90.07,906,236
90.86,891,233
91.65,906,232
92.44,937,240
93.24,953,237
94.03,953,238
94.82,953,239
95.61,969,242
96.41,984,240
97.20,969,241
97.97,969,239
98.76,984,233
99.56,1031,232
100.35,1031,239
101.14,1015,233
101.93,1046,234
102.73,1093,238
103.52,1109,239
104.31,1109,240
105.10,1109,237
105.90,1686,226
106.69,1686,235
107.48,1701,235
108.29,1701,232
109.10,1701,234
109.91,1717,234
110.72,1717,232
111.53,1405,222
112.34,1732,229
113.15,1732,231
113.96,1748,226
114.77,1748,230
115.58,1763,231
116.39,1763,230
117.15,1779,231
117.94,1779,231
118.74,1795,232
119.53,1795,230
120.32,1810,227
121.11,1826,228
121.91,1841,231
122.70,1841,230
123.49,1857,230
124.28,1873,232
125.08,1873,231
125.87,1436,222
126.70,1405,220
127.49,626,233
128.27,688,216
129.06,797,197
129.85,1343,213
130.64,1327,221
131.42,1311,223
132.21,1296,222
133.00,1280,221
133.79,1265,223
134.57,1249,222
135.36,1249,222
136.15,1234,220
136.98,1218,221
137.82,1202,222
138.65,1187,222
139.48,1202,222
140.31,1234,219
141.15,1265,219
141.98,1296,216
142.81,1202,221
143.64,1358,214
144.48,98,216
145.31,98,218
146.11,98,221
146.90,98,225
147.70,98,227
148.49,90,228
149.28,94,228
150.07,88,230
150.87,93,227
151.66,88,226
152.45,93,224
153.24,95,223
154.04,96,221
154.83,1530,222
155.62,83,224
156.41,83,230
157.20,83,230
157.99,83,232
158.78,83,232
159.57,90,231
160.36,79,227
161.15,73,226
161.94,63,223
162.73,65,226
163.52,74,232
164.31,71,238
165.11,69,242
165.91,68,246
166.72,60,243
167.52,56,244
168.32,62,246
169.12,65,246
169.93,66,246
170.73,67,246
171.53,67,242
172.33,67,244
173.14,67,246
173.94,67,244
174.70,67,241
175.50,67,241
176.30,67,243
177.10,67,242
177.90,67,246
178.70,67,241
179.49,67,240
180.29,75,239
181.09,79,243
181.89,81,242
182.69,82,240
183.49,82,236
184.25,82,231
185.07,82,230
185.88,82,228
186.70,90,226
187.52,86,230
188.33,77,234
189.15,80,230
189.96,81,218
190.78,74,212
191.60,86,210
192.41,92,206
193.23,95,168
194.06,766,190
194.83,813,214
195.61,766,213
196.38,766,224
197.16,750,231
197.93,719,228
198.71,704,227
199.48,672,226
200.26,657,223
201.03,641,223
201.81,626,222
202.58,579,221
203.37,548,214
204.16,532,220
204.96,532,225
205.75,517,228
206.54,501,228
207.33,501,227
208.13,493,230
208.92,480,232
209.71,474,233
210.50,463,230
211.30,451,229
212.09,303,226
212.88,303,231
213.70,316,223
214.51,380,216
215.33,394,210
216.15,394,213
216.96,409,216
217.78,409,212
218.59,290,221
219.41,290,222
220.23,283,235
221.04,279,228
221.86,357,226
222.73,368,227
223.52,381,232
224.31,388,233
225.10,391,233
225.89,393,232
226.68,394,233
227.46,387,236
228.25,383,235
229.04,381,233
229.83,380,231
230.62,368,230
231.41,374,234
232.17,365,230
232.97,361,236
233.76,359,233
234.56,358,233
235.36,351,233
236.15,347,234
236.95,345,234
237.74,344,236
238.54,337,234
239.34,333,232
240.13,331,235
240.93,330,235
241.69,330,236
242.48,330,237
243.27,330,236
244.06,330,235
244.85,323,236
245.64,320,236
246.44,318,236
247.23,317,240
248.02,317,235
248.81,317,238
249.60,317,237
250.39,317,236
251.18,317,236
251.97,317,236
252.76,317,236
253.55,310,239
254.34,313,237
255.13,308,236
255.91,312,238
256.70,314,238
257.49,308,237
258.28,305,238
259.07,304,238
259.86,303,236
260.65,303,238
261.45,303,239
262.24,303,237
263.04,303,236
263.84,303,239
264.64,310,238
265.43,306,237
266.23,311,237
267.03,307,238
267.83,305,236
268.62,311,239
269.42,314,239
270.14,315,236
270.94,316,237
271.75,316,238
272.55,316,236
273.35,316,238
274.16,316,237
274.96,316,236
275.77,316,238
276.57,316,240
277.37,316,236
278.18,316,236
278.98,316,237
279.85,323,237
280.64,326,237
281.42,328,239
282.21,329,235
282.99,329,236
283.78,336,229
284.56,346,221
285.35,351,217
286.13,340,220
286.92,342,221
287.70,336,225
288.49,333,225
289.28,331,229
290.09,330,229
290.90,316,233
291.71,316,231
292.52,316,231
293.33,316,232
294.15,303,235
294.96,316,232
295.77,296,232
296.58,299,233
297.39,287,230
298.20,182,223
298.95,182,226
299.75,182,229
300.54,182,226
301.34,276,227
302.14,283,233
302.94,279,235
303.73,277,234
304.53,209,233
305.33,202,240
306.13,199,230
306.92,204,232
307.72,206,229
308.48,263,231
309.27,276,235
310.07,289,237
310.86,296,232
311.65,299,234
312.44,308,230
313.24,319,228
314.03,331,220
314.82,424,212
315.61,5987,210
316.41,6018,213
317.20,6174,221
317.99,6128,221
318.78,6065,219
319.58,5956,221
320.37,5987,216
321.16,548,222
321.95,563,222
322.75,5816,221
323.54,5769,222
324.33,5738,220
325.12,563,224
325.92,563,229
326.71,548,220
327.50,532,217
328.30,548,216
329.09,548,212
329.89,276,216
330.69,276,216
331.48,276,220
332.28,276,224
333.07,276,227
333.87,276,229
334.67,276,219
335.46,289,193
336.26,5255,212
337.47,5239,222
338.26,5208,223
339.05,5208,222
339.84,5208,222
340.63,5224,220
341.42,5255,219
342.21,5286,220
343.00,5333,219
343.79,5379,219
344.58,5036,80
345.37,5021,215
346.16,4974,215
346.99,4927,210
347.72,4896,211
348.45,4849,218
349.18,4849,84
349.91,4834,158
350.64,4912,210
351.38,5114,210
352.11,5208,218
352.84,5426,219
353.57,5379,222
354.30,5301,221
355.03,5255,222
355.82,5192,222
356.61,5146,223
357.41,5099,223
358.20,5036,221
358.99,4990,221
359.79,4974,219
0.58,5083,218
1.38,5177,227
2.17,5146,220
2.96,5114,211
3.76,5083,132
4.55,5036,145
5.34,4974,158
6.13,4927,211
6.92,4834,217
7.71,4865,223
8.50,4881,93
9.29,68,67
10.08,6533,109
10.87,6517,211
11.66,68,51
12.45,118,84
13.24,93,77
14.03,4600,212
14.86,4553,225
15.65,4538,225
16.43,4522,211
17.22,6237,213
18.01,182,61
18.79,195,54
19.58,139,71
20.36,133,54
21.15,171,54
21.94,127,58
22.72,4413,67
23.51,4039,214
24.31,4023,223
25.11,4008,222
25.90,3992,224
26.70,3977,224
27.50,3961,224
28.29,3961,223
29.09,3945,224
29.88,3930,224
30.68,3930,225
31.48,3914,224
32.27,3899,225
33.07,3899,224
33.83,3899,224
34.57,3852,225
35.31,3743,219
36.05,3649,219
36.79,3540,221
37.53,3462,220
38.28,3384,222
39.02,3291,222
39.76,3229,221
40.50,3151,221
41.24,3088,223
41.98,3026,223
42.77,2964,223
43.56,2901,223
44.35,2854,224
45.14,2792,225
45.93,2745,223
46.72,2699,224
47.51,2652,225
48.30,2605,225
49.09,2574,226
49.88,2527,226
50.67,2480,225
51.46,2449,226
52.65,2418,225
53.44,2387,227
54.24,2356,227
55.03,2309,228
55.82,2293,229
56.62,2262,229
57.41,2231,230
58.21,2200,228
59.00,2169,229
59.79,2153,231
60.59,2122,231
61.38,2106,230
62.17,2091,230
62.93,2060,230
63.70,2044,231
64.46,2028,231
65.22,2013,232
65.99,1982,231
66.75,1966,230
67.52,1950,232
68.28,1935,229
69.04,1919,230
69.81,1904,230
70.57,1888,229
71.33,1888,230
72.12,1873,230
72.92,1857,229
73.71,1841,229
74.50,1826,225
75.30,1810,229
76.09,1810,230
76.89,1795,230
77.68,1795,229
78.47,1779,230
79.27,1779,227
80.06,1763,230
80.85,1748,231
81.64,1763,227
82.44,953,231
83.23,938,234
84.02,953,233
84.81,953,236
85.61,938,235
86.40,922,232
87.19,906,237
87.98,906,242
88.78,922,238
89.57,906,238
90.37,891,236
91.15,891,235
91.92,906,229
92.70,953,239
93.48,953,238
94.25,969,239
95.03,969,241
95.80,969,240
96.58,984,239
97.36,953,240
98.13,969,238
98.91,1015,229
99.70,1031,234
100.49,1015,240
101.29,1015,233
102.08,1078,235
102.87,1109,240
103.67,1109,243
104.46,1109,242
105.26,1125,227
106.05,1686,229
106.84,1701,237
107.64,1701,235
108.43,1701,235
109.23,1717,233
110.05,1717,232
110.86,1717,230
111.68,1390,217
112.49,1732,232
113.31,1732,224
114.12,1748,229
114.94,1748,231
115.75,1764,232
116.57,1764,229
117.38,1779,231
118.20,1779,230
119.00,1795,231
119.79,1810,230
120.59,1826,225
121.38,1826,230
122.17,1842,229
122.96,1857,230
123.76,1857,231
124.55,1873,231
125.34,1888,221
126.13,1421,221
126.93,626,229
127.72,641,219
128.51,735,210
129.30,875,174
130.10,1343,222
130.89,1312,222
131.68,1296,223
132.48,1280,221
133.27,1265,221
134.07,1265,222
134.86,1249,223
135.65,1234,222
136.45,1218,222
137.24,1218,223
138.07,1202,219
138.90,1187,222
139.72,1218,221
140.55,1249,218
141.38,1265,218
142.20,1312,216
143.03,1202,214
143.85,1390,214
144.68,113,213
145.51,105,217
146.33,109,218
147.16,103,222
147.95,93,225
148.75,95,228
149.54,89,228
150.34,86,229
151.14,84,229
151.93,83,227
152.73,90,225
153.52,94,222
154.32,1530,221
155.12,98,224
155.91,90,227
156.71,86,230
157.40,77,233
158.18,80,232
158.97,74,231
159.75,71,230
160.53,69,226
161.32,76,225
162.10,72,225
162.89,70,227
163.67,69,234
164.45,68,239
165.24,68,244
166.02,60,245
166.85,56,244
167.65,62,245
168.45,65,244
169.25,66,248
170.05,67,243
170.85,67,243
171.64,67,244
172.44,67,245
173.24,67,245
174.04,60,247
174.84,64,241
175.64,66,242
176.40,67,246
177.20,75,245
177.99,71,244
178.79,69,242
179.59,68,241
180.38,75,241
181.18,79,242
181.97,81,243
182.77,82,238
183.57,75,237
184.36,79,232
185.16,73,229
185.92,78,227
186.73,80,224
187.55,81,228
188.36,82,235
189.17,82,229
189.98,82,220
190.80,82,212
191.61,90,211
192.42,109,211
193.23,139,210
194.05,766,155
194.86,797,212
195.66,766,215
196.45,766,226
197.23,735,231
198.02,719,228
198.81,688,227
199.59,673,225
200.38,657,224
201.16,641,221
201.95,595,223
202.74,563,222
203.52,548,214
204.31,532,222
205.10,532,227
205.89,517,228
206.69,501,227
207.48,493,229
208.27,480,231
209.07,474,232
209.86,471,231
210.66,462,228
211.45,450,230
212.24,317,229
213.04,310,226
213.83,333,222
214.62,345,217
215.41,424,203
216.20,416,212
216.99,427,217
217.78,303,212
218.57,296,222
219.36,293,223
220.15,291,235
220.94,284,229
221.73,344,226
222.52,362,229
223.31,378,231
224.10,386,234
224.93,390,230
225.76,392,233
226.59,386,232
227.42,390,232
228.25,385,233
229.07,382,236
229.90,381,232
230.73,369,234
231.56,363,235
232.39,360,233
233.22,358,232
233.98,357,234
234.78,357,233
235.57,350,232
236.37,347,234
237.17,345,231
237.97,344,236
238.76,337,236
239.56,333,232
240.36,331,234
241.16,330,235
241.95,330,236
242.75,330,233
243.54,330,235
244.28,330,236
245.01,323,235
245.75,320,237
246.49,318,236
247.23,317,235
247.96,317,237
248.70,317,234
249.44,317,237
250.18,317,236
250.91,317,238
251.65,317,236
252.44,317,236
253.23,317,236
254.03,310,237
254.82,306,237
255.61,304,239
256.41,303,237
257.20,303,242
258.00,296,237
258.79,299,239
259.58,301,242
260.38,302,238
261.17,309,237
261.97,299,239
262.77,301,239
263.58,302,239
264.38,302,238
265.18,309,237
265.98,306,237
266.79,311,236
267.59,314,239
268.39,308,238
269.19,312,238
270.00,314,237
270.80,308,237
271.59,312,237
272.39,314,238
273.20,315,240
274.00,316,238
274.80,316,236
275.60,309,237
276.41,313,236
277.21,315,237
278.01,316,235
278.81,316,237
279.62,323,237
280.42,326,238
281.22,328,237
282.01,329,235
282.80,323,235
283.59,333,227
284.38,356,221
285.17,368,216
285.96,356,219
286.75,343,222
287.54,323,221
288.33,326,224
289.12,314,228
289.91,322,229
290.78,312,229
291.61,321,230
292.43,305,231
293.26,311,232
294.08,314,235
294.91,302,232
295.73,296,231
296.56,299,231
297.38,288,230
298.21,269,224
299.03,182,226
299.86,182,227
300.69,182,226
301.51,277,229
302.33,270,232
303.15,280,234
303.97,278,233
304.79,209,235
305.60,202,242
306.42,192,232
307.24,194,235
308.06,201,230
308.88,213,230
309.70,290,235
310.46,290,236
311.26,296,237
312.05,306,234
312.85,311,230
313.65,320,225
314.45,332,219
315.24,439,213
316.04,5972,180
316.84,6019,213
317.64,6190,221
318.43,6128,220
319.23,6065,219
320.06,5956,220
320.85,5987,213
321.64,548,222
322.43,563,220
323.22,5816,222
324.01,5769,222
324.80,5738,220
325.59,579,226
326.38,563,231
327.17,548,219
327.96,548,215
328.75,532,216
329.54,277,211
330.41,277,214
331.28,277,218
332.14,277,221
333.01,277,225
333.88,277,227
334.75,277,229
335.62,283,219
336.49,293,148
337.35,5239,215
338.22,5224,223
339.09,5208,223
339.89,5208,221
340.69,5208,223
341.49,5224,220
342.28,5255,221
343.08,5286,219
343.88,5348,219
344.68,5395,216
345.48,5068,151
346.28,5005,214
347.07,4974,212
347.87,4912,212
348.67,4865,210
349.46,4850,217
350.11,23,87
350.76,4881,212
351.40,4928,174
352.05,5115,216
352.70,5208,221
353.35,5411,224
354.00,5364,222
354.65,5302,221
355.29,5255,220
355.94,5193,221
356.59,5130,222
357.38,5083,221
358.17,5021,222
358.97,4990,222
359.76,5005,220
0.56,5099,218
1.35,5177,224
2.15,5146,215
2.94,5099,211
3.74,5037,87
4.53,5021,155
5.33,5021,151
6.12,4881,215
6.92,4818,219
7.74,4865,220
8.56,68,71
9.39,53,58
10.21,6533,193
11.03,6517,158
11.85,98,64
12.67,83,80
13.49,83,64
14.32,4585,218
15.14,4553,224
15.96,4522,223
16.72,6252,200
17.51,6221,212
18.30,53,45
19.08,38,48
19.87,110,54
20.66,89,71
21.45,78,42
22.24,80,54
23.03,4351,212
23.81,4024,223
24.60,4008,223
25.39,4008,227
26.22,3992,223
27.01,3977,222
27.80,3961,224
28.60,3946,224
29.39,3930,223
30.18,3930,224
30.97,3914,225
31.76,3899,224
32.55,3899,225
33.35,3899,226
34.14,3883,225
34.93,3805,219
35.73,3712,221
36.52,3603,219
37.31,3509,221
38.11,3431,222
38.90,3353,223
39.69,3260,222
40.48,3213,220
41.27,3120,221
42.06,3042,224
42.86,2995,224
43.65,2933,223
44.44,2870,223
45.20,2823,224
45.98,2777,224
46.75,2730,224
47.53,2668,225
48.30,2621,225
49.08,2574,226
49.85,2543,225
50.63,2512,226
51.40,2465,224
52.18,2434,228
52.95,2403,227
53.73,2371,227
54.56,2325,227
55.35,2309,228
56.14,2278,230
56.94,2247,229
57.73,2216,228
58.52,2184,229
59.31,2153,229
60.10,2138,230
60.89,2122,231
61.69,2106,230
62.48,2075,231
63.27,2060,230
64.06,2029,230
64.82,2013,232
65.58,1997,232
66.34,1966,232
67.10,1966,231
67.86,1951,228
68.62,1935,231
69.38,1919,232
70.14,1904,229
70.90,1888,230
71.66,1873,231
72.42,1857,230
73.21,1842,230
74.01,1842,223
74.80,1826,229
75.60,1810,230
76.39,1810,230
77.19,1795,231
77.98,1779,229
78.78,1779,232
79.57,1764,228
80.37,1764,231
81.16,1748,230
81.96,953,221
82.97,938,231
83.76,938,236
84.55,953,235
85.35,969,235
86.14,938,236
86.93,906,234
87.72,906,237
88.51,906,241
89.30,922,238
90.10,891,238
90.89,891,235
91.68,891,236
92.48,953,236
93.30,953,238
94.13,969,237
94.95,969,242
95.78,969,241
96.60,969,239
97.43,969,237
98.25,953,240
99.08,969,235
99.90,1031,234
100.73,1047,239
101.55,1015,237
102.34,1047,233
103.14,1093,239
103.94,1109,241
104.73,1109,242
105.53,1125,240
106.33,1686,222
107.13,1701,230
107.93,1701,237
108.73,1701,231
109.52,1717,231
110.32,1717,233
111.12,1717,231
111.92,1717,218
112.68,1732,228
113.43,1732,231
114.19,1748,223
114.95,1748,231
115.70,1764,231
116.46,1764,230
117.21,1779,229
117.97,1779,231
118.73,1795,230
119.48,1795,230
120.24,1810,229
121.07,1826,226
121.86,1826,230
122.65,1842,230
123.43,1857,233
124.22,1873,231
125.01,1888,234
125.80,1436,218
126.59,1421,219
127.38,626,233
128.16,641,215
128.95,782,168
129.74,1343,213
130.54,1327,221
131.33,1312,222
132.13,1296,223
132.92,1280,223
133.72,1265,221
134.51,1249,222
135.31,1249,223
136.10,1234,222
136.90,1218,223
137.69,1202,222
138.49,1202,221
139.28,1202,221
140.08,1234,219
140.87,1249,219
141.65,1296,219
142.44,1202,215
143.22,1343,214
144.01,1390,214
144.79,98,216
